# Step | Energy (eV) | Status
 999 |  -611.928960 | Accepted
1000 |  -611.927437 | Accepted
1001 |  -611.931029 | Accepted
1002 |  -611.927041 | Accepted
1003 |  -611.931638 | Accepted
1004 |  -611.930598 | Accepted
1006 |  -611.932587 | Accepted
1008 |  -611.927638 | Accepted
1009 |  -611.923299 | Accepted
1011 |  -611.928728 | Accepted
1012 |  -611.924565 | Accepted
1013 |  -611.927503 | Accepted
1014 |  -611.927541 | Accepted
1016 |  -611.929612 | Accepted
1017 |  -611.929054 | Accepted
1019 |  -611.934131 | Accepted
1020 |  -611.932830 | Accepted
1024 |  -611.932805 | Accepted
1025 |  -611.930241 | Accepted
1027 |  -611.925098 | Accepted
1028 |  -611.933654 | Accepted
1032 |  -611.925715 | Accepted
1033 |  -611.931603 | Accepted
1034 |  -611.927488 | Accepted
1035 |  -611.929188 | Accepted
1036 |  -611.932052 | Accepted
1037 |  -611.930129 | Accepted
1038 |  -611.933275 | Accepted
1039 |  -611.927270 | Accepted
1040 |  -611.928220 | Accepted
1041 |  -611.934880 | Accepted
1044 |  -611.932548 | Accepted
1045 |  -611.925220 | Accepted
1046 |  -611.927917 | Accepted
1047 |  -611.929435 | Accepted
1048 |  -611.927791 | Accepted
1049 |  -611.931451 | Accepted
1053 |  -611.930950 | Accepted
1054 |  -611.931798 | Accepted
1055 |  -611.929111 | Accepted
1056 |  -611.930379 | Accepted
1057 |  -611.932471 | Accepted
1058 |  -611.930097 | Accepted
1059 |  -611.932307 | Accepted
1060 |  -611.929993 | Accepted
1061 |  -611.931889 | Accepted
1062 |  -611.932242 | Accepted
1063 |  -611.934571 | Accepted
1064 |  -611.930458 | Accepted
1065 |  -611.925500 | Accepted
1066 |  -611.933864 | Accepted
1067 |  -611.930891 | Accepted
1068 |  -611.928802 | Accepted
1069 |  -611.919312 | Accepted
1070 |  -611.928101 | Accepted
1071 |  -611.922766 | Accepted
1073 |  -611.919907 | Accepted
1074 |  -611.935094 | Accepted
1076 |  -611.932996 | Accepted
1077 |  -611.930980 | Accepted
1078 |  -611.931659 | Accepted
1079 |  -611.931823 | Accepted
1080 |  -611.931285 | Accepted
1081 |  -611.925166 | Accepted
1082 |  -611.929730 | Accepted
1083 |  -611.929144 | Accepted
1085 |  -611.928784 | Accepted
1086 |  -611.921396 | Accepted
1087 |  -611.932528 | Accepted
1088 |  -611.931857 | Accepted
1089 |  -611.927005 | Accepted
1090 |  -611.924567 | Accepted
1091 |  -611.931323 | Accepted
1092 |  -611.929643 | Accepted
1093 |  -611.928136 | Accepted
1094 |  -611.931188 | Accepted
1095 |  -611.927195 | Accepted
1096 |  -611.930309 | Accepted
1097 |  -611.930536 | Accepted
1098 |  -611.929922 | Accepted
1099 |  -611.927752 | Accepted
1100 |  -611.925802 | Accepted
1101 |  -611.924242 | Accepted
1102 |  -611.934260 | Accepted
1104 |  -611.933190 | Accepted
1105 |  -611.928743 | Accepted
1106 |  -611.933931 | Accepted
1108 |  -611.928444 | Accepted
1109 |  -611.930318 | Accepted
1110 |  -611.931577 | Accepted
1111 |  -611.927311 | Accepted
1112 |  -611.932387 | Accepted
1113 |  -611.923407 | Accepted
1114 |  -611.930905 | Accepted
1115 |  -611.919604 | Accepted
1116 |  -611.931932 | Accepted
1117 |  -611.933374 | Accepted
1118 |  -611.931137 | Accepted
1119 |  -611.933797 | Accepted
1120 |  -611.932817 | Accepted
1121 |  -611.928379 | Accepted
1122 |  -611.931895 | Accepted
1123 |  -611.933596 | Accepted
1124 |  -611.930048 | Accepted
1126 |  -611.932216 | Accepted
1127 |  -611.932048 | Accepted
1128 |  -611.932074 | Accepted
1132 |  -611.933051 | Accepted
1133 |  -611.928984 | Accepted
1134 |  -611.924607 | Accepted
1135 |  -611.923540 | Accepted
1136 |  -611.929573 | Accepted
1137 |  -611.932420 | Accepted
1138 |  -611.931215 | Accepted
1139 |  -611.931344 | Accepted
1140 |  -611.929119 | Accepted
1141 |  -611.931466 | Accepted
1143 |  -611.932480 | Accepted
1144 |  -611.925536 | Accepted
1146 |  -611.928119 | Accepted
1147 |  -611.930037 | Accepted
1148 |  -611.922118 | Accepted
1149 |  -611.926594 | Accepted
1150 |  -611.929282 | Accepted
1152 |  -611.929675 | Accepted
1153 |  -611.929039 | Accepted
1155 |  -611.928855 | Accepted
1156 |  -611.929704 | Accepted
1157 |  -611.932125 | Accepted
1158 |  -611.932636 | Accepted
1159 |  -611.932233 | Accepted
1161 |  -611.931259 | Accepted
1162 |  -611.933416 | Accepted
1163 |  -611.931541 | Accepted
1164 |  -611.932520 | Accepted
1165 |  -611.933446 | Accepted
1166 |  -611.924988 | Accepted
1168 |  -611.930640 | Accepted
1169 |  -611.933653 | Accepted
1170 |  -611.931155 | Accepted
1171 |  -611.921784 | Accepted
1172 |  -611.931862 | Accepted
1173 |  -611.933356 | Accepted
1174 |  -611.929140 | Accepted
1175 |  -611.931153 | Accepted
1176 |  -611.929863 | Accepted
1177 |  -611.927135 | Accepted
1178 |  -611.930526 | Accepted
1179 |  -611.928371 | Accepted
1180 |  -611.928933 | Accepted
1182 |  -611.932163 | Accepted
1183 |  -611.930108 | Accepted
1184 |  -611.933872 | Accepted
1185 |  -611.930502 | Accepted
1186 |  -611.933163 | Accepted
1189 |  -611.922378 | Accepted
1190 |  -611.930864 | Accepted
1191 |  -611.932427 | Accepted
1192 |  -611.932474 | Accepted
1194 |  -611.929333 | Accepted
1197 |  -611.927968 | Accepted
1198 |  -611.925029 | Accepted
1199 |  -611.928956 | Accepted
1200 |  -611.930664 | Accepted
1201 |  -611.928718 | Accepted
1202 |  -611.925507 | Accepted
1203 |  -611.925921 | Accepted
1204 |  -611.932907 | Accepted
1205 |  -611.931477 | Accepted
1206 |  -611.930962 | Accepted
1207 |  -611.932503 | Accepted
1208 |  -611.923369 | Accepted
1209 |  -611.931230 | Accepted
1211 |  -611.930753 | Accepted
1212 |  -611.926665 | Accepted
1213 |  -611.931527 | Accepted
1214 |  -611.930705 | Accepted
1215 |  -611.933308 | Accepted
1218 |  -611.933321 | Accepted
1220 |  -611.928093 | Accepted
1221 |  -611.926184 | Accepted
1222 |  -611.928296 | Accepted
1223 |  -611.931466 | Accepted
1224 |  -611.931117 | Accepted
1225 |  -611.928762 | Accepted
1226 |  -611.930715 | Accepted
1227 |  -611.927758 | Accepted
1228 |  -611.928438 | Accepted
1231 |  -611.930106 | Accepted
1232 |  -611.924115 | Accepted
1233 |  -611.924604 | Accepted
1234 |  -611.931504 | Accepted
1235 |  -611.929753 | Accepted
1236 |  -611.931873 | Accepted
1237 |  -611.928133 | Accepted
1238 |  -611.928354 | Accepted
1239 |  -611.928044 | Accepted
1240 |  -611.927737 | Accepted
1241 |  -611.928580 | Accepted
1242 |  -611.925346 | Accepted
1243 |  -611.924974 | Accepted
1244 |  -611.928375 | Accepted
1245 |  -611.933766 | Accepted
1246 |  -611.930465 | Accepted
1247 |  -611.929738 | Accepted
1248 |  -611.931949 | Accepted
1249 |  -611.931460 | Accepted
1250 |  -611.926193 | Accepted
1251 |  -611.928063 | Accepted
1253 |  -611.925211 | Accepted
1254 |  -611.932795 | Accepted
1255 |  -611.930108 | Accepted
1257 |  -611.930788 | Accepted
1258 |  -611.933994 | Accepted
1259 |  -611.932613 | Accepted
1261 |  -611.933674 | Accepted
1262 |  -611.931356 | Accepted
1264 |  -611.927903 | Accepted
1265 |  -611.924598 | Accepted
1266 |  -611.926930 | Accepted
1267 |  -611.930521 | Accepted
1268 |  -611.932068 | Accepted
1269 |  -611.934546 | Accepted
1271 |  -611.928280 | Accepted
1272 |  -611.930671 | Accepted
1273 |  -611.932218 | Accepted
1274 |  -611.927473 | Accepted
1275 |  -611.928365 | Accepted
1276 |  -611.930565 | Accepted
1277 |  -611.932889 | Accepted
1279 |  -611.923715 | Accepted
1280 |  -611.929128 | Accepted
1281 |  -611.932613 | Accepted
1282 |  -611.930739 | Accepted
1283 |  -611.920986 | Accepted
1284 |  -611.933437 | Accepted
1285 |  -611.934300 | Accepted
1286 |  -611.930935 | Accepted
1287 |  -611.930486 | Accepted
1288 |  -611.927925 | Accepted
1289 |  -611.930460 | Accepted
1290 |  -611.926519 | Accepted
1291 |  -611.927843 | Accepted
1292 |  -611.930034 | Accepted
1293 |  -611.928669 | Accepted
1294 |  -611.927973 | Accepted
1295 |  -611.932122 | Accepted
1297 |  -611.931106 | Accepted
1298 |  -611.931712 | Accepted
1299 |  -611.930883 | Accepted
1300 |  -611.930668 | Accepted
1301 |  -611.920443 | Accepted
1302 |  -611.925934 | Accepted
1303 |  -611.922861 | Accepted
1304 |  -611.930601 | Accepted
1305 |  -611.932093 | Accepted
1308 |  -611.930278 | Accepted
1309 |  -611.932462 | Accepted
1310 |  -611.931193 | Accepted
1311 |  -611.934067 | Accepted
1314 |  -611.933302 | Accepted
1315 |  -611.921646 | Accepted
1316 |  -611.928151 | Accepted
1317 |  -611.931387 | Accepted
1319 |  -611.932817 | Accepted
1320 |  -611.931430 | Accepted
1321 |  -611.926937 | Accepted
1322 |  -611.929342 | Accepted
1323 |  -611.926331 | Accepted
1324 |  -611.927045 | Accepted
1325 |  -611.930922 | Accepted
1326 |  -611.933757 | Accepted
1328 |  -611.927258 | Accepted
1329 |  -611.927866 | Accepted
1330 |  -611.931633 | Accepted
1333 |  -611.933610 | Accepted
1334 |  -611.929424 | Accepted
1335 |  -611.934235 | Accepted
1336 |  -611.933160 | Accepted
1337 |  -611.927744 | Accepted
1338 |  -611.930862 | Accepted
1340 |  -611.929236 | Accepted
1341 |  -611.934287 | Accepted
1343 |  -611.929487 | Accepted
1344 |  -611.933879 | Accepted
1345 |  -611.930839 | Accepted
1346 |  -611.931200 | Accepted
1347 |  -611.932104 | Accepted
1348 |  -611.932331 | Accepted
1350 |  -611.930458 | Accepted
1351 |  -611.932516 | Accepted
1352 |  -611.927686 | Accepted
1353 |  -611.931284 | Accepted
1354 |  -611.925857 | Accepted
1356 |  -611.927627 | Accepted
1357 |  -611.930738 | Accepted
1358 |  -611.917451 | Accepted
1359 |  -611.926166 | Accepted
1360 |  -611.926052 | Accepted
1362 |  -611.925738 | Accepted
1363 |  -611.928998 | Accepted
1364 |  -611.926173 | Accepted
1365 |  -611.929744 | Accepted
1366 |  -611.928539 | Accepted
1367 |  -611.928869 | Accepted
1369 |  -611.928705 | Accepted
1370 |  -611.932118 | Accepted
1371 |  -611.934161 | Accepted
1372 |  -611.924061 | Accepted
1373 |  -611.934080 | Accepted
1374 |  -611.930659 | Accepted
1376 |  -611.932979 | Accepted
1377 |  -611.933012 | Accepted
1378 |  -611.931597 | Accepted
1379 |  -611.929255 | Accepted
1380 |  -611.931704 | Accepted
1382 |  -611.929364 | Accepted
1383 |  -611.927136 | Accepted
1384 |  -611.930631 | Accepted
1385 |  -611.932707 | Accepted
1386 |  -611.931797 | Accepted
1388 |  -611.929847 | Accepted
1389 |  -611.929087 | Accepted
1390 |  -611.929405 | Accepted
1391 |  -611.933144 | Accepted
1392 |  -611.929236 | Accepted
1393 |  -611.931267 | Accepted
1394 |  -611.924755 | Accepted
1395 |  -611.927707 | Accepted
1396 |  -611.924566 | Accepted
1397 |  -611.929295 | Accepted
1398 |  -611.932160 | Accepted
1400 |  -611.926256 | Accepted
1401 |  -611.931924 | Accepted
1402 |  -611.929151 | Accepted
1404 |  -611.928286 | Accepted
1405 |  -611.931806 | Accepted
1406 |  -611.931213 | Accepted
1407 |  -611.929415 | Accepted
1408 |  -611.925679 | Accepted
1409 |  -611.931534 | Accepted
1410 |  -611.932690 | Accepted
1413 |  -611.931281 | Accepted
1414 |  -611.932164 | Accepted
1415 |  -611.931203 | Accepted
1416 |  -611.933720 | Accepted
1417 |  -611.930811 | Accepted
1418 |  -611.930290 | Accepted
1419 |  -611.932258 | Accepted
1422 |  -611.931375 | Accepted
1423 |  -611.926605 | Accepted
1424 |  -611.932071 | Accepted
1425 |  -611.926294 | Accepted
1426 |  -611.931716 | Accepted
1427 |  -611.930811 | Accepted
1428 |  -611.930749 | Accepted
1429 |  -611.933582 | Accepted
1430 |  -611.931467 | Accepted
1431 |  -611.931870 | Accepted
1432 |  -611.932746 | Accepted
1433 |  -611.925124 | Accepted
1434 |  -611.934342 | Accepted
1435 |  -611.931244 | Accepted
1436 |  -611.928576 | Accepted
1437 |  -611.930595 | Accepted
1438 |  -611.923146 | Accepted
1439 |  -611.929481 | Accepted
1440 |  -611.931663 | Accepted
1441 |  -611.930971 | Accepted
1442 |  -611.930417 | Accepted
1443 |  -611.932813 | Accepted
1445 |  -611.929465 | Accepted
1446 |  -611.928467 | Accepted
1447 |  -611.930784 | Accepted
1448 |  -611.927803 | Accepted
1449 |  -611.927038 | Accepted
1450 |  -611.924162 | Accepted
1451 |  -611.925451 | Accepted
1452 |  -611.928509 | Accepted
1453 |  -611.926964 | Accepted
1454 |  -611.931619 | Accepted
1455 |  -611.927013 | Accepted
1456 |  -611.931277 | Accepted
1457 |  -611.929115 | Accepted
1458 |  -611.928540 | Accepted
1461 |  -611.934285 | Accepted
1463 |  -611.925626 | Accepted
1464 |  -611.926876 | Accepted
1465 |  -611.933677 | Accepted
1466 |  -611.927285 | Accepted
1467 |  -611.929212 | Accepted
1468 |  -611.933450 | Accepted
1469 |  -611.932755 | Accepted
1470 |  -611.932413 | Accepted
1472 |  -611.931116 | Accepted
1473 |  -611.930980 | Accepted
1474 |  -611.929976 | Accepted
1475 |  -611.927489 | Accepted
1476 |  -611.928822 | Accepted
1477 |  -611.930893 | Accepted
1478 |  -611.927363 | Accepted
1479 |  -611.933160 | Accepted
1480 |  -611.930880 | Accepted
1481 |  -611.931005 | Accepted
1483 |  -611.933337 | Accepted
1484 |  -611.933553 | Accepted
1485 |  -611.931222 | Accepted
1486 |  -611.928051 | Accepted
1490 |  -611.928920 | Accepted
1491 |  -611.930594 | Accepted
1494 |  -611.926942 | Accepted
1495 |  -611.932625 | Accepted
1496 |  -611.933309 | Accepted
1499 |  -611.931338 | Accepted
1501 |  -611.928334 | Accepted
1502 |  -611.933656 | Accepted
1503 |  -611.925118 | Accepted
1507 |  -611.932440 | Accepted
1508 |  -611.932135 | Accepted
1509 |  -611.925290 | Accepted
1510 |  -611.930917 | Accepted
1511 |  -611.928600 | Accepted
1512 |  -611.928747 | Accepted
1514 |  -611.930616 | Accepted
1515 |  -611.927447 | Accepted
1516 |  -611.929827 | Accepted
1517 |  -611.928844 | Accepted
1518 |  -611.925925 | Accepted
1519 |  -611.932830 | Accepted
1520 |  -611.921783 | Accepted
1521 |  -611.924750 | Accepted
1522 |  -611.929369 | Accepted
1523 |  -611.929005 | Accepted
1524 |  -611.931908 | Accepted
1525 |  -611.928461 | Accepted
1526 |  -611.925681 | Accepted
1527 |  -611.927421 | Accepted
1528 |  -611.929866 | Accepted
1529 |  -611.923997 | Accepted
1531 |  -611.927608 | Accepted
1533 |  -611.930270 | Accepted
1534 |  -611.922966 | Accepted
1535 |  -611.928671 | Accepted
1536 |  -611.931124 | Accepted
1537 |  -611.930241 | Accepted
1538 |  -611.933887 | Accepted
1539 |  -611.930690 | Accepted
1540 |  -611.929036 | Accepted
1541 |  -611.930365 | Accepted
1542 |  -611.929046 | Accepted
1543 |  -611.930777 | Accepted
1544 |  -611.932919 | Accepted
1545 |  -611.929061 | Accepted
1546 |  -611.930868 | Accepted
1547 |  -611.924879 | Accepted
1550 |  -611.932594 | Accepted
1551 |  -611.932596 | Accepted
1552 |  -611.933219 | Accepted
1555 |  -611.930726 | Accepted
1556 |  -611.932281 | Accepted
1557 |  -611.919630 | Accepted
1558 |  -611.932489 | Accepted
1559 |  -611.931968 | Accepted
1561 |  -611.928911 | Accepted
1562 |  -611.933683 | Accepted
1563 |  -611.922699 | Accepted
1564 |  -611.925775 | Accepted
1565 |  -611.931288 | Accepted
1567 |  -611.930117 | Accepted
1568 |  -611.931484 | Accepted
1569 |  -611.927764 | Accepted
1570 |  -611.927694 | Accepted
1571 |  -611.930617 | Accepted
1572 |  -611.934324 | Accepted
1573 |  -611.931981 | Accepted
1574 |  -611.931609 | Accepted
1575 |  -611.928892 | Accepted
1577 |  -611.927558 | Accepted
1578 |  -611.928474 | Accepted
1580 |  -611.928816 | Accepted
1581 |  -611.934013 | Accepted
1582 |  -611.928491 | Accepted
1583 |  -611.930511 | Accepted
1584 |  -611.933113 | Accepted
1588 |  -611.933955 | Accepted
1590 |  -611.932535 | Accepted
1592 |  -611.929516 | Accepted
1593 |  -611.928303 | Accepted
1594 |  -611.933432 | Accepted
1595 |  -611.926516 | Accepted
1596 |  -611.933591 | Accepted
1597 |  -611.922572 | Accepted
1598 |  -611.925001 | Accepted
1599 |  -611.929589 | Accepted
1600 |  -611.929692 | Accepted
1601 |  -611.929350 | Accepted
1602 |  -611.930211 | Accepted
1603 |  -611.929975 | Accepted
1604 |  -611.928651 | Accepted
1605 |  -611.928587 | Accepted
1606 |  -611.931820 | Accepted
1607 |  -611.932392 | Accepted
1608 |  -611.933377 | Accepted
1609 |  -611.931714 | Accepted
1610 |  -611.920998 | Accepted
1611 |  -611.925147 | Accepted
1612 |  -611.921116 | Accepted
1613 |  -611.934147 | Accepted
1614 |  -611.932085 | Accepted
1615 |  -611.932111 | Accepted
1616 |  -611.926257 | Accepted
1617 |  -611.932728 | Accepted
1618 |  -611.932130 | Accepted
1619 |  -611.921252 | Accepted
1620 |  -611.927418 | Accepted
1622 |  -611.932286 | Accepted
1623 |  -611.928975 | Accepted
1625 |  -611.934917 | Accepted
1626 |  -611.929519 | Accepted
1627 |  -611.932815 | Accepted
1628 |  -611.932806 | Accepted
1629 |  -611.933556 | Accepted
1630 |  -611.931268 | Accepted
1631 |  -611.928941 | Accepted
1633 |  -612.171118 | Accepted
1634 |  -612.178326 | Accepted
1635 |  -612.183108 | Accepted
1636 |  -612.613001 | Accepted
1637 |  -612.609816 | Accepted
1638 |  -612.611522 | Accepted
1639 |  -612.614889 | Accepted
1640 |  -612.610274 | Accepted
1641 |  -612.607662 | Accepted
1642 |  -612.611376 | Accepted
1643 |  -612.606015 | Accepted
1644 |  -612.599947 | Accepted
1646 |  -612.612979 | Accepted
1650 |  -612.612589 | Accepted
1652 |  -612.613146 | Accepted
1654 |  -612.614598 | Accepted
1655 |  -612.607945 | Accepted
1656 |  -612.608140 | Accepted
1657 |  -612.611746 | Accepted
1658 |  -612.611430 | Accepted
1659 |  -612.614864 | Accepted
1660 |  -612.612032 | Accepted
1661 |  -612.612087 | Accepted
1662 |  -612.613941 | Accepted
1663 |  -612.615045 | Accepted
1665 |  -612.609014 | Accepted
1666 |  -612.612607 | Accepted
1668 |  -612.613077 | Accepted
1670 |  -612.608426 | Accepted
1671 |  -612.609621 | Accepted
1674 |  -612.613467 | Accepted
1675 |  -612.603590 | Accepted
1676 |  -612.611428 | Accepted
1677 |  -612.611265 | Accepted
1678 |  -612.611183 | Accepted
1679 |  -612.608588 | Accepted
1680 |  -612.613802 | Accepted
1681 |  -612.603825 | Accepted
1682 |  -612.613419 | Accepted
1683 |  -612.605329 | Accepted
1684 |  -612.612364 | Accepted
1686 |  -612.604302 | Accepted
1687 |  -612.611895 | Accepted
1688 |  -612.605252 | Accepted
1689 |  -612.606344 | Accepted
1691 |  -612.607475 | Accepted
1692 |  -612.606199 | Accepted
1693 |  -612.609409 | Accepted
1694 |  -612.613166 | Accepted
1695 |  -612.613050 | Accepted
1696 |  -612.606956 | Accepted
1697 |  -612.610441 | Accepted
1698 |  -612.613176 | Accepted
1699 |  -612.609174 | Accepted
1700 |  -612.609857 | Accepted
1701 |  -612.606257 | Accepted
1702 |  -612.607527 | Accepted
1703 |  -612.606656 | Accepted
1704 |  -612.609278 | Accepted
1707 |  -612.614405 | Accepted
1708 |  -612.612275 | Accepted
1709 |  -612.615628 | Accepted
1710 |  -612.613169 | Accepted
1711 |  -612.610229 | Accepted
1712 |  -612.611185 | Accepted
1713 |  -612.617159 | Accepted
1715 |  -612.615266 | Accepted
1716 |  -612.615121 | Accepted
1717 |  -612.609547 | Accepted
1719 |  -612.611705 | Accepted
1720 |  -612.617024 | Accepted
1721 |  -612.614498 | Accepted
1722 |  -612.614889 | Accepted
1723 |  -612.616947 | Accepted
1724 |  -612.615436 | Accepted
1725 |  -612.615288 | Accepted
1726 |  -612.615792 | Accepted
1727 |  -612.612274 | Accepted
1728 |  -612.615262 | Accepted
1730 |  -612.614781 | Accepted
1731 |  -612.611796 | Accepted
1732 |  -612.614596 | Accepted
1733 |  -612.615494 | Accepted
1734 |  -612.615168 | Accepted
1735 |  -612.611654 | Accepted
1736 |  -612.611536 | Accepted
1737 |  -612.615186 | Accepted
1738 |  -612.610738 | Accepted
1741 |  -612.613873 | Accepted
1742 |  -612.611530 | Accepted
1743 |  -612.607840 | Accepted
1744 |  -612.605223 | Accepted
1745 |  -612.606815 | Accepted
1746 |  -612.612055 | Accepted
1747 |  -612.610915 | Accepted
1748 |  -612.612387 | Accepted
1749 |  -612.609637 | Accepted
1750 |  -612.613998 | Accepted
1751 |  -612.612567 | Accepted
1752 |  -612.613824 | Accepted
1753 |  -612.611675 | Accepted
1754 |  -612.609739 | Accepted
1755 |  -612.609621 | Accepted
1756 |  -612.609187 | Accepted
1758 |  -612.607164 | Accepted
1759 |  -612.612977 | Accepted
1760 |  -612.615064 | Accepted
1761 |  -612.609960 | Accepted
1762 |  -612.615261 | Accepted
1763 |  -612.610727 | Accepted
1764 |  -612.607959 | Accepted
1765 |  -612.610008 | Accepted
1766 |  -612.611077 | Accepted
1767 |  -612.610772 | Accepted
1769 |  -612.614609 | Accepted
1770 |  -612.613676 | Accepted
1771 |  -612.610910 | Accepted
1772 |  -612.606129 | Accepted
1773 |  -612.608751 | Accepted
1774 |  -612.610940 | Accepted
1775 |  -612.613634 | Accepted
1776 |  -612.613184 | Accepted
1779 |  -612.613586 | Accepted
1780 |  -612.601265 | Accepted
1781 |  -612.612510 | Accepted
1782 |  -612.612853 | Accepted
1783 |  -612.611854 | Accepted
1784 |  -612.612122 | Accepted
1785 |  -612.612916 | Accepted
1786 |  -612.608205 | Accepted
1787 |  -612.614753 | Accepted
1788 |  -612.608787 | Accepted
1789 |  -612.612442 | Accepted
1790 |  -612.612455 | Accepted
1791 |  -612.611218 | Accepted
1792 |  -612.610900 | Accepted
1793 |  -612.614775 | Accepted
1794 |  -612.613350 | Accepted
1795 |  -612.611784 | Accepted
1796 |  -612.614551 | Accepted
1797 |  -612.610599 | Accepted
1798 |  -612.607609 | Accepted
1799 |  -612.611596 | Accepted
1800 |  -612.608042 | Accepted
1801 |  -612.608238 | Accepted
1802 |  -612.608330 | Accepted
1803 |  -612.606593 | Accepted
1805 |  -612.612400 | Accepted
1806 |  -612.611560 | Accepted
1807 |  -612.612824 | Accepted
1809 |  -612.613555 | Accepted
1811 |  -612.613442 | Accepted
1813 |  -612.615569 | Accepted
1814 |  -612.611416 | Accepted
1815 |  -612.606768 | Accepted
1816 |  -612.613699 | Accepted
1817 |  -612.616662 | Accepted
1818 |  -612.604250 | Accepted
1819 |  -612.613250 | Accepted
1820 |  -612.610667 | Accepted
1821 |  -612.613790 | Accepted
1822 |  -612.613854 | Accepted
1823 |  -612.611721 | Accepted
1824 |  -612.610387 | Accepted
1825 |  -612.611315 | Accepted
1826 |  -612.613207 | Accepted
1827 |  -612.600819 | Accepted
1828 |  -612.605188 | Accepted
1829 |  -612.606143 | Accepted
1830 |  -612.611518 | Accepted
1834 |  -612.611541 | Accepted
1835 |  -612.606699 | Accepted
1836 |  -612.610006 | Accepted
1837 |  -612.608281 | Accepted
1838 |  -612.611747 | Accepted
1839 |  -612.611344 | Accepted
1840 |  -612.613733 | Accepted
1841 |  -612.608869 | Accepted
1842 |  -612.610003 | Accepted
1843 |  -612.608813 | Accepted
1845 |  -612.610811 | Accepted
1846 |  -612.611592 | Accepted
1847 |  -612.614107 | Accepted
1849 |  -612.608813 | Accepted
1850 |  -612.605397 | Accepted
1851 |  -612.607691 | Accepted
1852 |  -612.607021 | Accepted
1853 |  -612.609208 | Accepted
1854 |  -612.605154 | Accepted
1855 |  -612.608594 | Accepted
1856 |  -612.613244 | Accepted
1857 |  -612.609079 | Accepted
1858 |  -612.608800 | Accepted
1860 |  -612.606370 | Accepted
1861 |  -612.611050 | Accepted
1864 |  -612.610576 | Accepted
1865 |  -612.612938 | Accepted
1866 |  -612.612312 | Accepted
1867 |  -612.614959 | Accepted
1868 |  -612.616333 | Accepted
1869 |  -612.613959 | Accepted
1870 |  -612.608544 | Accepted
1872 |  -612.611412 | Accepted
1873 |  -612.610154 | Accepted
1874 |  -612.610130 | Accepted
1875 |  -612.612539 | Accepted
1877 |  -612.610559 | Accepted
1878 |  -612.610319 | Accepted
1879 |  -612.611345 | Accepted
1881 |  -612.607851 | Accepted
1882 |  -612.609387 | Accepted
1883 |  -612.610132 | Accepted
1884 |  -612.611134 | Accepted
1885 |  -612.613803 | Accepted
1886 |  -612.612015 | Accepted
1887 |  -612.608176 | Accepted
1888 |  -612.606744 | Accepted
1889 |  -612.614320 | Accepted
1890 |  -612.614278 | Accepted
1891 |  -612.610966 | Accepted
1892 |  -612.608175 | Accepted
1893 |  -612.602105 | Accepted
1894 |  -612.610588 | Accepted
1895 |  -612.610552 | Accepted
1896 |  -612.612759 | Accepted
1897 |  -612.611155 | Accepted
1898 |  -612.601879 | Accepted
1899 |  -612.608049 | Accepted
1901 |  -612.608575 | Accepted
1902 |  -612.606733 | Accepted
1903 |  -612.603419 | Accepted
1904 |  -612.613302 | Accepted
1905 |  -612.611592 | Accepted
1906 |  -612.608613 | Accepted
1908 |  -612.613966 | Accepted
1909 |  -612.614215 | Accepted
1910 |  -612.610646 | Accepted
1911 |  -612.607632 | Accepted
1912 |  -612.608192 | Accepted
1914 |  -612.615091 | Accepted
1915 |  -612.613563 | Accepted
1916 |  -612.612341 | Accepted
1917 |  -612.611724 | Accepted
1918 |  -612.604299 | Accepted
1920 |  -612.612723 | Accepted
1921 |  -612.601790 | Accepted
1922 |  -612.609006 | Accepted
1923 |  -612.612708 | Accepted
1924 |  -612.606169 | Accepted
1925 |  -612.608018 | Accepted
1926 |  -612.611955 | Accepted
1927 |  -612.611913 | Accepted
1928 |  -612.613039 | Accepted
1929 |  -612.614400 | Accepted
1930 |  -612.612882 | Accepted
1931 |  -612.613137 | Accepted
1932 |  -612.614084 | Accepted
1933 |  -612.614289 | Accepted
1934 |  -612.611921 | Accepted
1935 |  -612.614792 | Accepted
1936 |  -612.614427 | Accepted
1938 |  -612.613939 | Accepted
1939 |  -612.613982 | Accepted
1940 |  -612.608227 | Accepted
1941 |  -612.609816 | Accepted
1942 |  -612.608093 | Accepted
1943 |  -612.609980 | Accepted
1946 |  -612.612698 | Accepted
1947 |  -612.612327 | Accepted
1950 |  -612.606721 | Accepted
1951 |  -612.608896 | Accepted
1952 |  -612.611228 | Accepted
1953 |  -612.612204 | Accepted
1954 |  -612.614726 | Accepted
1955 |  -612.611771 | Accepted
1956 |  -612.609717 | Accepted
1957 |  -612.612327 | Accepted
1959 |  -612.613389 | Accepted
1961 |  -612.613777 | Accepted
1962 |  -612.607447 | Accepted
1963 |  -612.605804 | Accepted
1964 |  -612.609644 | Accepted
1965 |  -612.609573 | Accepted
1966 |  -612.611124 | Accepted
1967 |  -612.607997 | Accepted
1968 |  -612.610805 | Accepted
1969 |  -612.610851 | Accepted
1972 |  -612.608151 | Accepted
1973 |  -612.609891 | Accepted
1974 |  -612.611586 | Accepted
1978 |  -612.610903 | Accepted
1979 |  -612.613554 | Accepted
1982 |  -612.603309 | Accepted
1983 |  -612.612329 | Accepted
1984 |  -612.613588 | Accepted
1986 |  -612.614491 | Accepted
1987 |  -612.613699 | Accepted
1988 |  -612.614750 | Accepted
